Unnamed: 0,result,table,_time,_start,_stop,_measurement,dest_ip,protocol,source_ip,dns_rate,inter_arrival_time,label,request_rate,anomaly,reconstruction_error
92,_result,0,2025-06-04 01:01:58.341750+00:00,2025-06-03 06:57:54.867566+00:00,2025-06-10 06:57:54.867566+00:00,dns,192.168.1.1,DNS,192.168.1.205,6,0.471297,0,2.121804297502424,0,0.001006481610709532
93,_result,0,2025-06-04 01:01:58.474300+00:00,2025-06-03 06:57:54.867566+00:00,2025-06-10 06:57:54.867566+00:00,dns,192.168.1.1,DNS,192.168.1.205,7,0.13255,0,7.544322897019993,0,0.000772759407537475
94,_result,0,2025-06-04 01:01:59.555462+00:00,2025-06-03 06:57:54.867566+00:00,2025-06-10 06:57:54.867566+00:00,dns,192.168.1.1,DNS,192.168.1.205,6,0.083732,0,11.942865332250513,0,0.0006706837450048597
95,_result,0,2025-06-04 01:02:00.476942+00:00,2025-06-03 06:57:54.867566+00:00,2025-06-10 06:57:54.867566+00:00,dns,192.168.1.1,DNS,192.168.1.205,3,0.92148,0,1.0852107479272475,0,0.0009431181063597532
96,_result,0,2025-06-04 01:02:02.534866+00:00,2025-06-03 06:57:54.867566+00:00,2025-06-10 06:57:54.867566+00:00,dns,192.168.1.1,DNS,192.168.1.205,2,1.941828,0,0.5149786695835058,0,0.000751596508958872
97,_result,0,2025-06-04 01:02:02.560402+00:00,2025-06-03 06:57:54.867566+00:00,2025-06-10 06:57:54.867566+00:00,dns,192.168.1.1,DNS,192.168.1.205,3,0.025536,0,39.16040100250627,0,0.0035676169727473176
98,_result,0,2025-06-04 01:02:02.660366+00:00,2025-06-03 06:57:54.867566+00:00,2025-06-10 06:57:54.867566+00:00,dns,192.168.1.1,DNS,192.168.1.205,3,0.099964,0,10.003601296466728,0,0.0006979016231512434
99,_result,0,2025-06-04 01:02:02.675394+00:00,2025-06-03 06:57:54.867566+00:00,2025-06-10 06:57:54.867566+00:00,dns,192.168.1.1,DNS,192.168.1.205,4,0.015028,0,66.54245408570668,0,0.012783950728654172
100,_result,0,2025-06-04 01:02:04.968407+00:00,2025-06-03 06:57:54.867566+00:00,2025-06-10 06:57:54.867566+00:00,dns,192.168.1.1,DNS,192.168.1.205,1,2.293013,0,0.43610742721476065,0,0.000712567657997164
101,_result,0,2025-06-04 01:02:05.402428+00:00,2025-06-03 06:57:54.867566+00:00,2025-06-10 06:57:54.867566+00:00,dns,192.168.1.1,DNS,192.168.1.205,2,0.434021,0,2.304035979825861,0,0.001004766883760865
102,_result,0,2025-06-04 01:02:05.406759+00:00,2025-06-03 06:57:54.867566+00:00,2025-06-10 06:57:54.867566+00:00,dns,192.168.1.1,DNS,192.168.1.205,3,0.004331,1,230.89355806972986,1,0.2076965145166673
103,_result,0,2025-06-04 01:02:06.077484+00:00,2025-06-03 06:57:54.867566+00:00,2025-06-10 06:57:54.867566+00:00,dns,192.168.1.1,DNS,192.168.1.205,4,0.670725,0,1.4909240001490924,0,0.0009899753318978553
104,_result,0,2025-06-04 01:02:06.101057+00:00,2025-06-03 06:57:54.867566+00:00,2025-06-10 06:57:54.867566+00:00,dns,192.168.1.1,DNS,192.168.1.205,5,0.023573,0,42.42141432995376,0,0.004332812797155678
105,_result,0,2025-06-04 01:02:06.588937+00:00,2025-06-03 06:57:54.867566+00:00,2025-06-10 06:57:54.867566+00:00,dns,192.168.1.1,DNS,192.168.1.205,6,0.48788,0,2.049684348610314,0,0.0010065706058577433
106,_result,0,2025-06-04 01:02:06.595431+00:00,2025-06-03 06:57:54.867566+00:00,2025-06-10 06:57:54.867566+00:00,dns,192.168.1.1,DNS,192.168.1.205,7,0.006494,1,153.9882968894364,0,0.08480716402082324
107,_result,0,2025-06-04 01:02:06.859233+00:00,2025-06-03 06:57:54.867566+00:00,2025-06-10 06:57:54.867566+00:00,dns,192.168.1.1,DNS,192.168.1.205,8,0.263802,0,3.7907218292507263,0,0.0009500541611842978
108,_result,0,2025-06-04 01:02:08.406773+00:00,2025-06-03 06:57:54.867566+00:00,2025-06-10 06:57:54.867566+00:00,dns,192.168.1.1,DNS,192.168.1.205,4,1.54754,0,0.6461868513899479,0,0.0008147051889308317
109,_result,0,2025-06-04 01:02:13.203494+00:00,2025-06-03 06:57:54.867566+00:00,2025-06-10 06:57:54.867566+00:00,dns,192.168.1.1,DNS,192.168.1.205,1,4.796721,0,0.20847574832891053,0,0.0009702935557364956
110,_result,0,2025-06-04 01:02:13.216867+00:00,2025-06-03 06:57:54.867566+00:00,2025-06-10 06:57:54.867566+00:00,dns,192.168.1.1,DNS,192.168.1.205,2,0.013373,0,74.77753682793688,0,0.016795781394803973
111,_result,0,2025-06-04 01:02:14.642358+00:00,2025-06-03 06:57:54.867566+00:00,2025-06-10 06:57:54.867566+00:00,dns,192.168.1.1,DNS,192.168.1.205,3,1.425491,0,0.7015126717741466,0,0.000837813454435939
112,_result,0,2025-06-04 01:02:14.650497+00:00,2025-06-03 06:57:54.867566+00:00,2025-06-10 06:57:54.867566+00:00,dns,192.168.1.1,DNS,192.168.1.205,4,0.008139,1,122.86521685710774,0,0.05167737692830443
